index,file,bbox,class,size (cm)
1398,18_05_21-B32,"[2858.2175283081156, 363.0805814979357, 793.1703606883898, 1767.8180603811347]",Pagellus erythrinus,22.57574901
1399,18_05_21-B30,"[1667, 226.03013028289553, 1550.90711371906, 642.628848671445]",Pagrus pagrus,21.70275113
1400,18_05_21-B30,"[964, 288.86234947896446, 620, 1836.1376505210355]",Pagrus pagrus,23.65752669
1401,18_05_21-B30,"[625.2703035131392, 1937, 1970.09126928728, 623.0533672065126]",Pagellus erythrinus,26.89397506
1402,18_05_21-B30,"[2488.697002785543, 766, 485.43920759569073, 1567.0165661533993]",Pagrus pagrus,21.22056722
1403,18_05_21-B30,"[2754.867512844838, 347.3133821440555, 829.9861751421049, 1748.0037129459674]",Pagellus erythrinus,24.14957307
1404,18_05_21-B9,"[900.3531666976855, 240.1105898668896, 515.9699717767567, 1494.528461918307]",Mullus barbatus,17.7170957
1405,18_05_21-B9,"[1057.3048119622429, 1276.7033162180596, 419.5466447933934, 1354.8334181137457]",Mullus barbatus,15.4533999
1406,18_05_21-B9,"[1102.8324633802165, 1108.1812442537075, 828.986292366076, 1350.943818237568]",Mullus barbatus,18.3882861
1407,18_05_21-B9,"[1555.9188208240778, 1318.5677930421487, 1257.9583989215146, 971.4322069578513]",Mullus barbatus,17.85674989
1408,18_05_21-B9,"[1020.2395741225438, 680.1139301489708, 1282.9133517034202, 1030.4034221617949]",Mullus barbatus,18.94644734
1409,18_05_21-B9,"[1772.3378787791278, 658, 1022.3156436215816, 1264]",Mullus barbatus,19.19092232
1410,18_05_21-B9,"[2387.5713439249885, 108.37640428076757, 971.9272181806436, 1289.2349286017804]",Mullus barbatus,18.81605045
1411,18_05_21-B9,"[2788, 949.8817893522025, 491.4070627860169, 1430.1182106477975]",Mullus barbatus,18.39120695
1412,18_05_21-B9,"[2821.692292434031, 258.99736853724903, 509.5258804092173, 1427.081382011543]",Mullus barbatus,17.66197868
1413,18_05_21-B9,"[3222.936817789521, 246, 426.8704470023863, 1293.2802443180149]",Mullus barbatus,16.84638112
1414,18_05_21-B9,"[3372, 1245, 285.0640203330677, 1395.13537816371]",Mullus barbatus,16.86858416
1415,18_05_21-B7,"[738.3444602849484, 411.87739337850934, 1483.7333273197567, 603.8768915369144]",Mullus barbatus,18.73864865
1416,18_05_21-B7,"[711, 873.5661466713789, 341.43069779249777, 1562.7024329119297]",Mullus barbatus,18.58969293
1417,18_05_21-B7,"[950.2251751060484, 1164.6626544856372, 561.8138441705404, 1586.3373455143628]",Mullus barbatus,20.25221739
1418,18_05_21-B7,"[1143.727747453904, 867.3270325100643, 625.2722525460961, 1346.3207385647725]",Mullus barbatus,18.0195114
1419,18_05_21-B7,"[1555.5730726658037, 891.0368736974112, 443.4433277494004, 1647.9631263025888]",Mullus barbatus,19.9327882
1420,18_05_21-B7,"[1724.3816990848447, 926.2787888707916, 794.4916652541858, 1299.3557196365427]",Mullus barbatus,18.61451421
1421,18_05_21-B7,"[1770.4458446291114, 1209.048191664067, 564.0092158944431, 1414.944813393723]",Mullus barbatus,17.49156269
1422,18_05_21-B7,"[2221.4595938791267, 966.5041509444311, 482.56221454908837, 1383.890283079759]",Mullus barbatus,17.67549155
1423,18_05_21-B7,"[2466.7647732203386, 507, 368.72313257139103, 1330]",Mullus barbatus,16.72042527
1424,18_05_21-B7,"[2682, 903, 510.51595134246736, 1552.7442899682605]",Mullus barbatus,20.23750491
1425,18_05_21-B7,"[2807.4959125409537, 818, 729.9247378439868, 1414.4119632780062]",Mullus barbatus,19.43036149
1426,18_05_21-B7,"[3149.2367195839606, 404, 505.0427607883021, 1305.2252529725022]",Mullus barbatus,17.20085568
1427,18_05_21-B27,"[872, 341.01435734973114, 1826.5967849118892, 506.98564265026886]",Pagellus erythrinus,21.44619501
1428,18_05_21-B27,"[659.7781397904287, 925.8633698170137, 1709.9668645794554, 1536.6277577590727]",Pagellus erythrinus,25.2110249
1429,18_05_21-B27,"[836, 2062.668726361218, 1850.0982214892656, 722.3297863749899]",Pagellus erythrinus,22.63774192
1430,18_05_21-B27,"[1422.3088241058813, 1145.8200956454953, 1360.9854367396379, 1407.0915933167653]",Pagrus pagrus,21.31661878
1431,18_05_21-B27,"[1525.071969973272, 836.3488278546794, 1635.009412981449, 1403.1097971001263]",Pagellus erythrinus,24.23935092
1432,18_05_21-B27,"[2565.2066549013252, 919.374668479384, 1089.651961281168, 1566.9664658179731]",Pagellus erythrinus,22.02379101
1433,18_05_21-B27,"[2172.4471213468137, 308.5600119794913, 1551.3665456841704, 1109.5048749064213]",Pagellus erythrinus,22.34629429
1434,18_05_21-B3,"[750.5084445442819, 2316, 1107.491555455718, 338]",Serranus scriba,13.3691533
1435,18_05_21-B3,"[779.0858420308263, 1164.9519762942584, 355.8318133609729, 1191.4169671240531]",Serranus scriba,14.2916887
1436,18_05_21-B3,"[863.9926859422136, 705.3541432434957, 332.7753449947321, 1161.3799565743311]",Serranus scriba,13.95731639
1437,18_05_21-B3,"[1210.9390509392074, 1277.735809625406, 539.8571177778024, 1010.0]",Serranus scriba,12.84579916
1438,18_05_21-B3,"[1486.0174758155938, 324.95571837400746, 813.437840134224, 876.5375714093915]",Serranus scriba,13.54339368
1439,18_05_21-B3,"[1919, 382.56477560629247, 1302.096187018827, 824.0972389342285]",Serranus scriba,18.85959986
1440,18_05_21-B3,"[2770.7377030786192, 681, 790.1007376604825, 484]",Serranus scriba,12.24153018
1441,18_05_21-B3,"[2388.170262993522, 1182, 1203.1893999115591, 308]",Serranus scriba,15.61188659
1442,18_05_21-B3,"[2430.813378137978, 972.9606051319054, 442.4207916346627, 942.0820091411952]",Serranus scriba,13.9614819
1443,18_05_21-B3,"[1886.6059006000453, 732.216642681768, 485.35111103856457, 1132.8834287140944]",Serranus scriba,14.48092467
1444,18_05_21-B3,"[2466.582175260794, 1592.7156670457543, 304.0979279605931, 1002.2316649767035]",Serranus scriba,12.26519753
1445,18_05_21-B3,"[3049, 1495.2026938930594, 792.6756111174063, 1085.924392520059]",Pagellus acarne,16.12820582
1446,18_05_21-B19,"[1178, 387, 955, 666]",Sepia officinalis,11.38746091
1447,18_05_21-B19,"[1214.6749396515086, 1190.078826809223, 1074.7950651354179, 634.9211731907769]",Sepia officinalis,11.54130125
1448,18_05_21-B19,"[1493, 1793.527179281317, 798.0733554940844, 569.4728207186829]",Sepia officinalis,8.681520308
1449,18_05_21-B19,"[2202.7579790117593, 983, 794.2335740939457, 1091.1026073623657]",Sepia officinalis,12.48855251
1450,18_05_21-B19,"[2941.4455018893764, 1205.1524150681225, 499.9756247504861, 721.4654716307768]",Sepia officinalis,7.318922125
1451,18_05_21-B37,"[628.8448396690842, 1195.1980694427994, 731.1551603309158, 1545.7590962325562]",Pagellus acarne,18.7184894
1452,18_05_21-B37,"[1751.8143852871456, 304, 1045.1453286163717, 1854.334262631448]",Pagellus acarne,24.63469021
1453,18_05_21-B37,"[2009.3743888241859, 349, 1005.4331193096048, 1604.9086099538763]",Pagellus acarne,21.61140111
1454,18_05_21-B37,"[2431.5027349268207, 559.5637059892896, 968.7725600889694, 1543.4161659460224]",Pagellus acarne,21.43548472
1455,18_05_21-B37,"[3070.659974268496, 397.22272870948444, 572.6262831681734, 1532.142332249049]",Pagrus pagrus,20.03013073
1456,18_05_21-B37,"[1464, 2097.65603915266, 1660.432928471132, 524.8098044464145]",Pagellus acarne,20.42870858
1457,18_05_21-B1,"[1517, 285, 822.0310257862316, 621]",Sepia officinalis,8.653528944
1458,18_05_21-B1,"[1116.8683473284088, 716.8593371120705, 832.386126178149, 600.1115580600715]",Sepia officinalis,8.205258948
1459,18_05_21-B1,"[786.9247660297731, 1180.9326160840214, 622.0087349064656, 798.0673839159786]",Sepia officinalis,8.42232879
1460,18_05_21-B1,"[1480.0669311447357, 1326.0672086045756, 627.280770251228, 775.4097232262166]",Sepia officinalis,8.908994482
1461,18_05_21-B1,"[2099.7901017543822, 1518.0302395007345, 705.8798065236706, 792.0364424376946]",Sepia officinalis,9.148272638
1462,18_05_21-B1,"[2454.9782488077794, 2024.5093295008562, 571.9453256910019, 488.4027500282716]",Sepia officinalis,6.797694074
1463,18_05_21-B1,"[2998.4733837740328, 1040.960384950036, 652.976609032602, 940.1653954126816]",Sepia officinalis,9.584479503
1464,18_05_21-B1,"[2537.5356102016644, 953.8234902514462, 536.627791431903, 676.5697411482308]",Sepia officinalis,7.262175812
1465,18_05_21-B1,"[1906.5993998664676, 900.0807464692183, 717.8927656882338, 611.7451972207128]",Sepia officinalis,8.51987427
1466,18_05_21-B11,"[716.2579847185053, 401, 392.3301408589999, 1407.4912004877926]",Mullus barbatus,16.40046929
1467,18_05_21-B11,"[853.4909790982194, 1232.5234259444012, 368.80383414540256, 1539.1915118925474]",Mullus barbatus,17.31031362
1468,18_05_21-B11,"[1172, 608, 341.6427395023636, 1480.6283878973618]",Mullus barbatus,16.87268012
1469,18_05_21-B11,"[1429.1570180620738, 285.4620906320109, 822.7175345984897, 1204.8050698250381]",Mullus barbatus,16.87741909
1470,18_05_21-B11,"[1477.8138458781932, 1036, 428.1861541218068, 1486.0390936482777]",Mullus barbatus,17.04564083
1471,18_05_21-B11,"[1650.5585767740852, 1323.9854711958396, 349.44142322591483, 1376.8459104415442]",Mullus barbatus,16.29876048
1472,18_05_21-B11,"[1919.6460856632204, 1496.978121328627, 871.75862003821, 1163.6583418642622]",Mullus barbatus,16.74090995
1473,18_05_21-B11,"[1831, 802.53038171859, 1023.4149896669514, 1306.46961828141]",Mullus barbatus,18.31007913
1474,18_05_21-B11,"[2030.7860618629466, 1606.908180998278, 1174.9857205283706, 759.5661590244058]",Mullus barbatus,16.38087068
1475,18_05_21-B11,"[2737, 1202.2064960078442, 421, 1562.7935039921558]",Mullus barbatus,18.44934009
1476,18_05_21-B11,"[3301.9517633120854, 1311.4313557898593, 335.4896398029705, 1435.7806822860755]",Mullus barbatus,17.60132652
1477,18_05_21-B11,"[2864.735103537115, 1109.3918649035222, 574.2564526672459, 1187.2039429255474]",Mullus barbatus,14.87681228
1478,18_05_21-B11,"[2409.7936822833426, 276, 552.3657665149344, 1277.8400504043304]",Mullus barbatus,16.72558117
1479,18_05_21-B34,"[1270, 228.49174407841812, 1647.7323195747294, 508.3909858181297]",Pagellus acarne,20.85899413
1480,18_05_21-B34,"[497, 194.65932122251513, 551.8986494616174, 1808.3406787774848]",Pagellus acarne,21.87287465
1481,18_05_21-B34,"[819.5570973814158, 477.96048481647284, 674.4429026185842, 2091.4307543124983]",Pagellus acarne,25.74886853
1482,18_05_21-B34,"[1497, 712, 887.6491146279755, 1928.870876401692]",Pagellus acarne,25.49651183
1483,18_05_21-B34,"[2112.011976676294, 806.3229411738298, 499.35331396336824, 1609.1085622298]",Pagellus acarne,19.05539044
1484,18_05_21-B34,"[2857.564772310133, 419.9058329285554, 568.4352276898671, 2169.0206598992627]",Pagellus acarne,26.59361566
1485,18_05_21-B2,"[1211.2355635446488, 266.03162471776164, 355.6322686402066, 2677.591101984199]",Sphyraena sphyraena,40.43848545
1486,18_05_21-B2,"[1606, 1579.412183599357, 315, 1000.9945476111911]",Serranus scriba,13.92938105
1487,18_05_21-B2,"[1466.650394674878, 767.4073124296465, 963.2031989773141, 1152.5856461335302]",Serranus scriba,20.3917009
1488,18_05_21-B2,"[1828.3712931727375, 727.0782151315241, 982.6287068272625, 264.9217848684759]",Serranus scriba,15.67824708
1489,18_05_21-B2,"[1562.5878691554133, 725.3027356245436, 1005.1374299732986, 585.5907851799038]",Pagellus erythrinus,17.66625999
1490,18_05_21-B2,"[1842.2413924658265, 1259.1611017815133, 679.9117953481043, 1288.566459306014]",Pagellus erythrinus,20.69237152
1491,18_05_21-B2,"[2838.310793329169, 1526.4064331817751, 333.35579329505254, 1012.0667409069135]",Pagellus acarne,15.30119289
1492,18_05_21-B2,"[3154.6684875582255, 1431, 287.4532710073863, 968]",Pagellus acarne,14.79268287
1493,18_05_21-B2,"[3295.8200431258347, 1464.2760696359367, 241.90845950165522, 903.7239303640633]",Pagellus acarne,13.52319247
1494,18_05_21-B31,"[683.0650615523436, 74.14512266389305, 1805.3705581350632, 585.8548773361069]",Pagellus erythrinus,23.71633632
1495,18_05_21-B31,"[763, 558.4613261470681, 588.0393287976499, 1753.0170111423263]",Pagrus pagrus,21.76827208
1496,18_05_21-B31,"[1991, 521.1039242633656, 490.17932579785065, 1803.4091537239578]",Pagellus erythrinus,23.04441347
1497,18_05_21-B31,"[2391.817685976047, 138, 693.182314023953, 1896.3271607992092]",Pagellus erythrinus,25.25137063
1498,18_05_21-B31,"[3045.6158533467255, 306.75160904878527, 519.8963891113694, 1626.9598636204344]",Pagellus erythrinus,21.39922983
1499,18_05_21-B31,"[1817.8952574664384, 1947.2723934920668, 1706.4362110066838, 529.7276065079332]",Pagellus erythrinus,22.49304238
1500,18_05_21-B39,"[1354, 196.39041121927852, 1170.7526765653606, 433.6095887807215]",Pagellus acarne,15.69921349
1501,18_05_21-B39,"[368.78343051106054, 912.4816862650943, 1638.914021974468, 793.5183137349057]",Pagellus acarne,20.62846081
1502,18_05_21-B39,"[2475.941870432407, 650.8167742697988, 419.5466447933927, 1482.1832257302012]",Pagellus acarne,18.92834332
1503,18_05_21-B39,"[2874, 730.2258799703741, 365.5082761011472, 1513.774120029626]",Pagellus acarne,19.58564517
1504,18_05_21-B39,"[724.5560301456316, 2094.5392526737874, 1368.2003528311288, 360.46074732621264]",Pagellus acarne,16.90440074
1505,18_05_21-B12,"[344.9004406334879, 736.074154705353, 505.5000744586185, 1359.925845294647]",Mullus barbatus,15.93419238
1506,18_05_21-B12,"[468, 219.07201906289183, 450.50899858201126, 1312.878591895561]",Mullus barbatus,14.59535834
1507,18_05_21-B12,"[714.104508745989, 223.23663102931326, 1556.8631172492653, 630.1967113096616]",Mullus barbatus,18.50412652
1508,18_05_21-B12,"[842.5819903369994, 805.0458570298214, 369.4589390560244, 1456.3176227870908]",Mullus barbatus,16.29849159
1509,18_05_21-B12,"[1085.5939011085422, 646.2120622631508, 614.2697329197244, 1665.3101573144747]",Mullus barbatus,19.61561441
1510,18_05_21-B12,"[1625.4626585154065, 856.4855835153056, 364.70970520516335, 1330.4725971736943]",Mullus barbatus,15.4595763
1511,18_05_21-B12,"[997.677178781244, 2123.503877136455, 1430.724903062841, 336.9596954826893]",Mullus barbatus,16.74223293
1512,18_05_21-B12,"[2339, 670.5443744544738, 510.70760707448426, 1382.0681995157765]",Mullus barbatus,16.14527648
1513,18_05_21-B12,"[2581.419616699907, 295.3976081532948, 522.2059074193417, 1465.6023918467051]",Mullus barbatus,17.612385
1514,18_05_21-B12,"[2780.280661413651, 713.5277348402948, 519.7193385863488, 1544.1212711806747]",Mullus barbatus,19.15963951
1515,18_05_21-B12,"[3277.6935966174296, 322.10414849843227, 326.3679216641899, 1519.7371946614917]",Mullus barbatus,17.83876936
1516,18_05_21-B5,"[2136.6944548256984, 1517, 1299.6487017389827, 484]",Diplodus anularis,16.75735433
1517,18_05_21-B5,"[940.7409163962684, 594.624378599862, 922.0200667756778, 749.2696011635458]",Pagellus acarne,13.79589647
1518,18_05_21-B5,"[703.7791369649918, 717.9072205730524, 869.448661625292, 940.1268808480143]",Pagellus acarne,15.01995588
1519,18_05_21-B5,"[707.6763187225889, 1003, 696.8504318367435, 1683.6381253367867]",Pagellus erythrinus,21.52537745
1520,18_05_21-B6,"[762.5963604525673, 1085.954741747195, 611.9417626981165, 1364.045258252805]",Symphodus tinca H,17.23934564
1521,18_05_21-B6,"[861.5920887365177, 337.2393705335554, 754.6484642878307, 1825.7606294664447]",Symphodus tinca H,21.97147791
1522,18_05_21-B6,"[2012.683343668713, 368.09087042176446, 595.316656331287, 1971.283468041756]",Symphodus tinca M,23.57119577
1523,18_05_21-B6,"[2373.29262042092, 458.34660957002194, 787.6261714415577, 2151.666409688322]",Symphodus tinca M,26.26499079
1524,18_05_21-B6,"[2733.1698736398594, 362.68163827733815, 1028.7748344459296, 1277.3183617226618]",Symphodus tinca M,19.02312935
1525,18_05_21-B4,"[755.757457814867, 282, 361.24254218513295, 1173.652765892611]",Serranus scriba,14.77002024
1526,18_05_21-B4,"[1230.9021584521436, 463, 341.22144289851894, 1111]",Pagellus acarne,14.04672166
1527,18_05_21-B4,"[1646.2243591521042, 918, 484.77564084789583, 1127]",Pagellus acarne,14.94356409
1528,18_05_21-B4,"[2175.7136914511893, 955.9786306713631, 695.6526011915912, 917.3617442965324]",Serranus scriba,13.44873249
1529,18_05_21-B4,"[2461.073568632023, 599, 501.42479416295373, 1110.7317545058431]",Pagellus acarne,14.6164865
1530,18_05_21-B4,"[1364.8443815163416, 1876.9006254717451, 1141.141140333734, 762.1226482634756]",Pagellus acarne,16.20529449
1531,18_05_21-B4,"[755.5318307935698, 1540.2728938014495, 582.0305633064103, 1152.561255066825]",Pagellus acarne,14.75130849
1532,18_05_21-B4,"[666.244365089973, 1330.9700866833664, 347.04852201341737, 1139.0299133166336]",Serranus scriba,13.7806235
1533,18_05_21-B13,"[915.3105229057023, 1091, 469.317586739076, 1338.5023948268608]",Pagrus pagrus,16.51522017
1534,18_05_21-B13,"[1269.4335447842427, 2247.848086057083, 1228.4840680218986, 459.15191394291696]",Diplodus anularis,15.00554207
1535,18_05_21-B13,"[2430.9378434888267, 1777.0360247198814, 1146.0521965256244, 635.3760882292322]",Diplodus anularis,15.95439404
1536,18_05_21-B13,"[1687.67941400493, 400.2855324912641, 783.3227386172716, 992.462304752951]",Diplodus anularis,15.04158391
1537,18_05_21-B24,"[635, 594.7458339012819, 920.1921916016206, 2065.254166098718]",Symphodus tinca M,24.21709974
1538,18_05_21-B24,"[1097, 425, 876.4614469133162, 1954.1012791993548]",Symphodus tinca H,23.36637615
1539,18_05_21-B24,"[859.980267091074, 221.26060490608435, 1901.2078604146277, 583.7393950939156]",Symphodus tinca H,22.25353531
1540,18_05_21-B24,"[2697.0657596621495, 440, 645.7163979036895, 1850]",Symphodus tinca H,22.98522933
1541,18_05_21-B24,"[2915.95354490022, 256.6320534405895, 662.0464550997799, 1863.3679465594105]",Symphodus tinca H,22.70831284
1542,18_05_21-B35,"[912.1288365468336, 992, 440.87116345316645, 1490]",Pagellus acarne,19.10928246
1543,18_05_21-B35,"[1164.2205234675537, 100.96105829108679, 687.4852434383683, 1578.678863516109]",Pagellus acarne,21.38834958
1544,18_05_21-B35,"[1904, 500.50398445729377, 1500.021816869898, 405.49601554270623]",Pagellus acarne,20.38641619
1545,18_05_21-B35,"[2111.2757837916324, 864.0584171186797, 1461.9950740977897, 610.5034375353407]",Pagellus acarne,20.61467478
1546,18_05_21-B35,"[2100.5779691521097, 2336.5143821219094, 1404.4375705881057, 379.90764872598083]",Pagellus acarne,19.31512107
1547,18_05_21-B35,"[2173.8800110391307, 1009.0886505542301, 519.3360113476047, 1338.5675632244559]",Pagellus acarne,17.59225732
1548,18_05_21-B35,"[1796.5530319922138, 495.7862967213683, 604.5191781445817, 1631.295537977975]",Pagellus acarne,21.75900687
1549,18_05_21-B15,"[1129, 314.9390798129425, 1385, 317.9514971923787]",Pagellus acarne,17.26873299
1550,18_05_21-B15,"[2681, 1613.906010161111, 1139.5683621187186, 509.18002332077936]",Pagellus acarne,15.55717269
1551,18_05_21-B16,"[625.8219401776355, 1094, 357.1780598223645, 1216]",Pagellus erythrinus,15.327951
1552,18_05_21-B16,"[946.5425869184226, 145.95706544206342, 671.1821102904905, 1928.6935204032322]",Pagellus erythrinus,24.34638677
1553,18_05_21-B16,"[1037.7662713484842, 526.3080823137632, 1081.0, 463.1064089815542]",Spicara maena,14.60652484
1554,18_05_21-B16,"[1549.692538179941, 1449.3984892357369, 1114.307461820059, 495.2484469266044]",Spicara maena,15.19804325
1555,18_05_21-B16,"[682.4152635920939, 2206.5548310407426, 1044.4303181563614, 314.44516895925744]",Pagellus acarne,13.52818219
1556,18_05_21-B38,"[69.18484013300895, 1457.4594361847257, 3938.0, 648.0]",Sphyraena sphyraena,66.1875604
1557,18_05_21-B23,"[1207, 1827, 993.4806244434826, 839]",Scorpaena porcus,14.02460237
1558,18_05_21-B23,"[709.3187210282689, 980.3329729928402, 1496.7834601870559, 1194.6237077331934]",Serranus scriba,20.87171373
1559,18_05_21-B23,"[1928.1845735334498, 421.2459438842584, 717.6737953414129, 564.7540561157416]",Scorpaena porcus,11.30920885
